Fra_dato;Mængde;Måleenhed;Kvalitet;Type
08/03/2023 23.00;0;KWH;Målt;Tidsserie
09/03/2023 00.00;0;KWH;Målt;Tidsserie
09/03/2023 01.00;0;KWH;Målt;Tidsserie
09/03/2023 02.00;0;KWH;Målt;Tidsserie
09/03/2023 03.00;0;KWH;Målt;Tidsserie
09/03/2023 04.00;0;KWH;Målt;Tidsserie
09/03/2023 05.00;0;KWH;Målt;Tidsserie
09/03/2023 06.00;0;KWH;Målt;Tidsserie
09/03/2023 07.00;0;KWH;Målt;Tidsserie
09/03/2023 08.00;0;KWH;Målt;Tidsserie
09/03/2023 09.00;0;KWH;Målt;Tidsserie
09/03/2023 10.00;0;KWH;Målt;Tidsserie
09/03/2023 11.00;0;KWH;Målt;Tidsserie
09/03/2023 12.00;0;KWH;Målt;Tidsserie
09/03/2023 13.00;0;KWH;Målt;Tidsserie
09/03/2023 14.00;0;KWH;Målt;Tidsserie
09/03/2023 15.00;0;KWH;Målt;Tidsserie
09/03/2023 16.00;0;KWH;Målt;Tidsserie
09/03/2023 17.00;0;KWH;Målt;Tidsserie
09/03/2023 18.00;0;KWH;Målt;Tidsserie
09/03/2023 19.00;0;KWH;Målt;Tidsserie
09/03/2023 20.00;0;KWH;Målt;Tidsserie
09/03/2023 21.00;0;KWH;Målt;Tidsserie
09/03/2023 22.00;0;KWH;Målt;Tidsserie
09/03/2023 23.00;0;KWH;Målt;Tidsserie
10/03/2023 00.00;0;KWH;Målt;Tidsserie
10/03/2023 01.00;0;KWH;Målt;Tidsserie
10/03/2023 02.00;0;KWH;Målt;Tidsserie
10/03/2023 03.00;0;KWH;Målt;Tidsserie
10/03/2023 04.00;0;KWH;Målt;Tidsserie
10/03/2023 05.00;0;KWH;Målt;Tidsserie
10/03/2023 06.00;0;KWH;Målt;Tidsserie
10/03/2023 07.00;0;KWH;Målt;Tidsserie
10/03/2023 08.00;0;KWH;Målt;Tidsserie
10/03/2023 09.00;0;KWH;Målt;Tidsserie
10/03/2023 10.00;0;KWH;Målt;Tidsserie
10/03/2023 11.00;0;KWH;Målt;Tidsserie
10/03/2023 12.00;0;KWH;Målt;Tidsserie
10/03/2023 13.00;0;KWH;Målt;Tidsserie
10/03/2023 14.00;0;KWH;Målt;Tidsserie
10/03/2023 15.00;0;KWH;Målt;Tidsserie
10/03/2023 16.00;0;KWH;Målt;Tidsserie
10/03/2023 17.00;0;KWH;Målt;Tidsserie
10/03/2023 18.00;0;KWH;Målt;Tidsserie
10/03/2023 19.00;0;KWH;Målt;Tidsserie
10/03/2023 20.00;0;KWH;Målt;Tidsserie
10/03/2023 21.00;0;KWH;Målt;Tidsserie
10/03/2023 22.00;0;KWH;Målt;Tidsserie
10/03/2023 23.00;0;KWH;Målt;Tidsserie
11/03/2023 00.00;0;KWH;Målt;Tidsserie
11/03/2023 01.00;0;KWH;Målt;Tidsserie
11/03/2023 02.00;0;KWH;Målt;Tidsserie
11/03/2023 03.00;0;KWH;Målt;Tidsserie
11/03/2023 04.00;0;KWH;Målt;Tidsserie
11/03/2023 05.00;0;KWH;Målt;Tidsserie
11/03/2023 06.00;0;KWH;Målt;Tidsserie
11/03/2023 07.00;0;KWH;Målt;Tidsserie
11/03/2023 08.00;0;KWH;Målt;Tidsserie
11/03/2023 09.00;0;KWH;Målt;Tidsserie
11/03/2023 10.00;0;KWH;Målt;Tidsserie
11/03/2023 11.00;0;KWH;Målt;Tidsserie
11/03/2023 12.00;0;KWH;Målt;Tidsserie
11/03/2023 13.00;0;KWH;Målt;Tidsserie
11/03/2023 14.00;0;KWH;Målt;Tidsserie
11/03/2023 15.00;0;KWH;Målt;Tidsserie
11/03/2023 16.00;0;KWH;Målt;Tidsserie
11/03/2023 17.00;0;KWH;Målt;Tidsserie
11/03/2023 18.00;0;KWH;Målt;Tidsserie
11/03/2023 19.00;0;KWH;Målt;Tidsserie
11/03/2023 20.00;0;KWH;Målt;Tidsserie
11/03/2023 21.00;0;KWH;Målt;Tidsserie
11/03/2023 22.00;0;KWH;Målt;Tidsserie
11/03/2023 23.00;0;KWH;Målt;Tidsserie
12/03/2023 00.00;0;KWH;Målt;Tidsserie
12/03/2023 01.00;0;KWH;Målt;Tidsserie
12/03/2023 02.00;0;KWH;Målt;Tidsserie
12/03/2023 03.00;0;KWH;Målt;Tidsserie
12/03/2023 04.00;0;KWH;Målt;Tidsserie
12/03/2023 05.00;0;KWH;Målt;Tidsserie
12/03/2023 06.00;0;KWH;Målt;Tidsserie
12/03/2023 07.00;0;KWH;Målt;Tidsserie
12/03/2023 08.00;0;KWH;Målt;Tidsserie
12/03/2023 09.00;0;KWH;Målt;Tidsserie
12/03/2023 10.00;0;KWH;Målt;Tidsserie
12/03/2023 11.00;0;KWH;Målt;Tidsserie
12/03/2023 12.00;0;KWH;Målt;Tidsserie
12/03/2023 13.00;0;KWH;Målt;Tidsserie
12/03/2023 14.00;0;KWH;Målt;Tidsserie
12/03/2023 15.00;0;KWH;Målt;Tidsserie
12/03/2023 16.00;0;KWH;Målt;Tidsserie
12/03/2023 17.00;0;KWH;Målt;Tidsserie
12/03/2023 18.00;0;KWH;Målt;Tidsserie
12/03/2023 19.00;0;KWH;Målt;Tidsserie
12/03/2023 20.00;0;KWH;Målt;Tidsserie
12/03/2023 21.00;0;KWH;Målt;Tidsserie
12/03/2023 22.00;0;KWH;Målt;Tidsserie
12/03/2023 23.00;0;KWH;Målt;Tidsserie
13/03/2023 00.00;0;KWH;Målt;Tidsserie
13/03/2023 01.00;0;KWH;Målt;Tidsserie
13/03/2023 02.00;0;KWH;Målt;Tidsserie
13/03/2023 03.00;0;KWH;Målt;Tidsserie
13/03/2023 04.00;0;KWH;Målt;Tidsserie
13/03/2023 05.00;0;KWH;Målt;Tidsserie
13/03/2023 06.00;0;KWH;Målt;Tidsserie
13/03/2023 07.00;0;KWH;Målt;Tidsserie
13/03/2023 08.00;0;KWH;Målt;Tidsserie
13/03/2023 09.00;0;KWH;Målt;Tidsserie
13/03/2023 10.00;0;KWH;Målt;Tidsserie
13/03/2023 11.00;0;KWH;Målt;Tidsserie
13/03/2023 12.00;0;KWH;Målt;Tidsserie
13/03/2023 13.00;0;KWH;Målt;Tidsserie
13/03/2023 14.00;0;KWH;Målt;Tidsserie
13/03/2023 15.00;0;KWH;Målt;Tidsserie
13/03/2023 16.00;0;KWH;Målt;Tidsserie
13/03/2023 17.00;0;KWH;Målt;Tidsserie
13/03/2023 18.00;0;KWH;Målt;Tidsserie
13/03/2023 19.00;0;KWH;Målt;Tidsserie
13/03/2023 20.00;0;KWH;Målt;Tidsserie
13/03/2023 21.00;0;KWH;Målt;Tidsserie
13/03/2023 22.00;0;KWH;Målt;Tidsserie
13/03/2023 23.00;0;KWH;Målt;Tidsserie
14/03/2023 00.00;0;KWH;Målt;Tidsserie
14/03/2023 01.00;0;KWH;Målt;Tidsserie
14/03/2023 02.00;0;KWH;Målt;Tidsserie
14/03/2023 03.00;0;KWH;Målt;Tidsserie
14/03/2023 04.00;0;KWH;Målt;Tidsserie
14/03/2023 05.00;0;KWH;Målt;Tidsserie
14/03/2023 06.00;0;KWH;Målt;Tidsserie
14/03/2023 07.00;0;KWH;Målt;Tidsserie
14/03/2023 08.00;0;KWH;Målt;Tidsserie
14/03/2023 09.00;0;KWH;Målt;Tidsserie
14/03/2023 10.00;0;KWH;Målt;Tidsserie
14/03/2023 11.00;0;KWH;Målt;Tidsserie
14/03/2023 12.00;0;KWH;Målt;Tidsserie
14/03/2023 13.00;0;KWH;Målt;Tidsserie
14/03/2023 14.00;0;KWH;Målt;Tidsserie
14/03/2023 15.00;0;KWH;Målt;Tidsserie
14/03/2023 16.00;0;KWH;Målt;Tidsserie
14/03/2023 17.00;0;KWH;Målt;Tidsserie
14/03/2023 18.00;0;KWH;Målt;Tidsserie
14/03/2023 19.00;0;KWH;Målt;Tidsserie
14/03/2023 20.00;0;KWH;Målt;Tidsserie
14/03/2023 21.00;0;KWH;Målt;Tidsserie
14/03/2023 22.00;0;KWH;Målt;Tidsserie
14/03/2023 23.00;0;KWH;Målt;Tidsserie
15/03/2023 00.00;0;KWH;Målt;Tidsserie
15/03/2023 01.00;0;KWH;Målt;Tidsserie
15/03/2023 02.00;0;KWH;Målt;Tidsserie
15/03/2023 03.00;0;KWH;Målt;Tidsserie
15/03/2023 04.00;0;KWH;Målt;Tidsserie
15/03/2023 05.00;0;KWH;Målt;Tidsserie
15/03/2023 06.00;0;KWH;Målt;Tidsserie
15/03/2023 07.00;0;KWH;Målt;Tidsserie
15/03/2023 08.00;0;KWH;Målt;Tidsserie
15/03/2023 09.00;0;KWH;Målt;Tidsserie
15/03/2023 10.00;0;KWH;Målt;Tidsserie
15/03/2023 11.00;0;KWH;Målt;Tidsserie
15/03/2023 12.00;0;KWH;Målt;Tidsserie
15/03/2023 13.00;0;KWH;Målt;Tidsserie
15/03/2023 14.00;0;KWH;Målt;Tidsserie
15/03/2023 15.00;0;KWH;Målt;Tidsserie
15/03/2023 16.00;0;KWH;Målt;Tidsserie
15/03/2023 17.00;0;KWH;Målt;Tidsserie
15/03/2023 18.00;0;KWH;Målt;Tidsserie
15/03/2023 19.00;0;KWH;Målt;Tidsserie
15/03/2023 20.00;0;KWH;Målt;Tidsserie
15/03/2023 21.00;0;KWH;Målt;Tidsserie
15/03/2023 22.00;0;KWH;Målt;Tidsserie
15/03/2023 23.00;0;KWH;Målt;Tidsserie
16/03/2023 00.00;0;KWH;Målt;Tidsserie
16/03/2023 01.00;0;KWH;Målt;Tidsserie
16/03/2023 02.00;0;KWH;Målt;Tidsserie
16/03/2023 03.00;0;KWH;Målt;Tidsserie
16/03/2023 04.00;0;KWH;Målt;Tidsserie
16/03/2023 05.00;0;KWH;Målt;Tidsserie
16/03/2023 06.00;0;KWH;Målt;Tidsserie
16/03/2023 07.00;0;KWH;Målt;Tidsserie
16/03/2023 08.00;0;KWH;Målt;Tidsserie
16/03/2023 09.00;0;KWH;Målt;Tidsserie
16/03/2023 10.00;0;KWH;Målt;Tidsserie
16/03/2023 11.00;0;KWH;Målt;Tidsserie
16/03/2023 12.00;0;KWH;Målt;Tidsserie
16/03/2023 13.00;0;KWH;Målt;Tidsserie
16/03/2023 14.00;0;KWH;Målt;Tidsserie
16/03/2023 15.00;0;KWH;Målt;Tidsserie
16/03/2023 16.00;0;KWH;Målt;Tidsserie
16/03/2023 17.00;0;KWH;Målt;Tidsserie
16/03/2023 18.00;0;KWH;Målt;Tidsserie
16/03/2023 19.00;0;KWH;Målt;Tidsserie
16/03/2023 20.00;0;KWH;Målt;Tidsserie
16/03/2023 21.00;0;KWH;Målt;Tidsserie
16/03/2023 22.00;0;KWH;Målt;Tidsserie
16/03/2023 23.00;0;KWH;Målt;Tidsserie
17/03/2023 00.00;0;KWH;Målt;Tidsserie
17/03/2023 01.00;0;KWH;Målt;Tidsserie
17/03/2023 02.00;0;KWH;Målt;Tidsserie
17/03/2023 03.00;0;KWH;Målt;Tidsserie
17/03/2023 04.00;0;KWH;Målt;Tidsserie
17/03/2023 05.00;0;KWH;Målt;Tidsserie
17/03/2023 06.00;0;KWH;Målt;Tidsserie
17/03/2023 07.00;0;KWH;Målt;Tidsserie
17/03/2023 08.00;0;KWH;Målt;Tidsserie
17/03/2023 09.00;0;KWH;Målt;Tidsserie
17/03/2023 10.00;0;KWH;Målt;Tidsserie
17/03/2023 11.00;0;KWH;Målt;Tidsserie
17/03/2023 12.00;0;KWH;Målt;Tidsserie
17/03/2023 13.00;0;KWH;Målt;Tidsserie
17/03/2023 14.00;0;KWH;Målt;Tidsserie
17/03/2023 15.00;0;KWH;Målt;Tidsserie
17/03/2023 16.00;0;KWH;Målt;Tidsserie
17/03/2023 17.00;0;KWH;Målt;Tidsserie
17/03/2023 18.00;0;KWH;Målt;Tidsserie
17/03/2023 19.00;0;KWH;Målt;Tidsserie
17/03/2023 20.00;0;KWH;Målt;Tidsserie
17/03/2023 21.00;0;KWH;Målt;Tidsserie
17/03/2023 22.00;0;KWH;Målt;Tidsserie
17/03/2023 23.00;0;KWH;Målt;Tidsserie
18/03/2023 00.00;0;KWH;Målt;Tidsserie
18/03/2023 01.00;0;KWH;Målt;Tidsserie
18/03/2023 02.00;0;KWH;Målt;Tidsserie
18/03/2023 03.00;0;KWH;Målt;Tidsserie
18/03/2023 04.00;0;KWH;Målt;Tidsserie
18/03/2023 05.00;0;KWH;Målt;Tidsserie
18/03/2023 06.00;0;KWH;Målt;Tidsserie
18/03/2023 07.00;0;KWH;Målt;Tidsserie
18/03/2023 08.00;0;KWH;Målt;Tidsserie
18/03/2023 09.00;0;KWH;Målt;Tidsserie
18/03/2023 10.00;0;KWH;Målt;Tidsserie
18/03/2023 11.00;0;KWH;Målt;Tidsserie
18/03/2023 12.00;0;KWH;Målt;Tidsserie
18/03/2023 13.00;0;KWH;Målt;Tidsserie
18/03/2023 14.00;0;KWH;Målt;Tidsserie
18/03/2023 15.00;0;KWH;Målt;Tidsserie
18/03/2023 16.00;0;KWH;Målt;Tidsserie
18/03/2023 17.00;0;KWH;Målt;Tidsserie
18/03/2023 18.00;0;KWH;Målt;Tidsserie
18/03/2023 19.00;0;KWH;Målt;Tidsserie
18/03/2023 20.00;0;KWH;Målt;Tidsserie
18/03/2023 21.00;0;KWH;Målt;Tidsserie
18/03/2023 22.00;0;KWH;Målt;Tidsserie
18/03/2023 23.00;0;KWH;Målt;Tidsserie
19/03/2023 00.00;0;KWH;Målt;Tidsserie
19/03/2023 01.00;0;KWH;Målt;Tidsserie
19/03/2023 02.00;0;KWH;Målt;Tidsserie
19/03/2023 03.00;0;KWH;Målt;Tidsserie
19/03/2023 04.00;0;KWH;Målt;Tidsserie
19/03/2023 05.00;0;KWH;Målt;Tidsserie
19/03/2023 06.00;0;KWH;Målt;Tidsserie
19/03/2023 07.00;0;KWH;Målt;Tidsserie
19/03/2023 08.00;0;KWH;Målt;Tidsserie
19/03/2023 09.00;0;KWH;Målt;Tidsserie
19/03/2023 10.00;0;KWH;Målt;Tidsserie
19/03/2023 11.00;0;KWH;Målt;Tidsserie
19/03/2023 12.00;0;KWH;Målt;Tidsserie
19/03/2023 13.00;0;KWH;Målt;Tidsserie
19/03/2023 14.00;0;KWH;Målt;Tidsserie
19/03/2023 15.00;0;KWH;Målt;Tidsserie
19/03/2023 16.00;0;KWH;Målt;Tidsserie
19/03/2023 17.00;0;KWH;Målt;Tidsserie
19/03/2023 18.00;0;KWH;Målt;Tidsserie
19/03/2023 19.00;0;KWH;Målt;Tidsserie
19/03/2023 20.00;0;KWH;Målt;Tidsserie
19/03/2023 21.00;0;KWH;Målt;Tidsserie
19/03/2023 22.00;0;KWH;Målt;Tidsserie
19/03/2023 23.00;0;KWH;Målt;Tidsserie
20/03/2023 00.00;0;KWH;Målt;Tidsserie
20/03/2023 01.00;0;KWH;Målt;Tidsserie
20/03/2023 02.00;0;KWH;Målt;Tidsserie
20/03/2023 03.00;0;KWH;Målt;Tidsserie
20/03/2023 04.00;0;KWH;Målt;Tidsserie
20/03/2023 05.00;0;KWH;Målt;Tidsserie
20/03/2023 06.00;0;KWH;Målt;Tidsserie
20/03/2023 07.00;0;KWH;Målt;Tidsserie
20/03/2023 08.00;0;KWH;Målt;Tidsserie
20/03/2023 09.00;0;KWH;Målt;Tidsserie
20/03/2023 10.00;0;KWH;Målt;Tidsserie
20/03/2023 11.00;0;KWH;Målt;Tidsserie
20/03/2023 12.00;0;KWH;Målt;Tidsserie
20/03/2023 13.00;0;KWH;Målt;Tidsserie
20/03/2023 14.00;0;KWH;Målt;Tidsserie
20/03/2023 15.00;0;KWH;Målt;Tidsserie
20/03/2023 16.00;0;KWH;Målt;Tidsserie
20/03/2023 17.00;0;KWH;Målt;Tidsserie
20/03/2023 18.00;0;KWH;Målt;Tidsserie
20/03/2023 19.00;0;KWH;Målt;Tidsserie
20/03/2023 20.00;0;KWH;Målt;Tidsserie
20/03/2023 21.00;0;KWH;Målt;Tidsserie
20/03/2023 22.00;0;KWH;Målt;Tidsserie
20/03/2023 23.00;0;KWH;Målt;Tidsserie
21/03/2023 00.00;0;KWH;Målt;Tidsserie
21/03/2023 01.00;0;KWH;Målt;Tidsserie
21/03/2023 02.00;0;KWH;Målt;Tidsserie
21/03/2023 03.00;0;KWH;Målt;Tidsserie
21/03/2023 04.00;0;KWH;Målt;Tidsserie
21/03/2023 05.00;0;KWH;Målt;Tidsserie
21/03/2023 06.00;0;KWH;Målt;Tidsserie
21/03/2023 07.00;0;KWH;Målt;Tidsserie
21/03/2023 08.00;0;KWH;Målt;Tidsserie
21/03/2023 09.00;0;KWH;Målt;Tidsserie
21/03/2023 10.00;0;KWH;Målt;Tidsserie
21/03/2023 11.00;0;KWH;Målt;Tidsserie
21/03/2023 12.00;0;KWH;Målt;Tidsserie
21/03/2023 13.00;0;KWH;Målt;Tidsserie
21/03/2023 14.00;0;KWH;Målt;Tidsserie
21/03/2023 15.00;0;KWH;Målt;Tidsserie
21/03/2023 16.00;0;KWH;Målt;Tidsserie
21/03/2023 17.00;0;KWH;Målt;Tidsserie
21/03/2023 18.00;0;KWH;Målt;Tidsserie
21/03/2023 19.00;0;KWH;Målt;Tidsserie
21/03/2023 20.00;0;KWH;Målt;Tidsserie
21/03/2023 21.00;0;KWH;Målt;Tidsserie
21/03/2023 22.00;0;KWH;Målt;Tidsserie
21/03/2023 23.00;0;KWH;Målt;Tidsserie
22/03/2023 00.00;0;KWH;Målt;Tidsserie
22/03/2023 01.00;0;KWH;Målt;Tidsserie
22/03/2023 02.00;0;KWH;Målt;Tidsserie
22/03/2023 03.00;0;KWH;Målt;Tidsserie
22/03/2023 04.00;0;KWH;Målt;Tidsserie
22/03/2023 05.00;0;KWH;Målt;Tidsserie
22/03/2023 06.00;0;KWH;Målt;Tidsserie
22/03/2023 07.00;0;KWH;Målt;Tidsserie
22/03/2023 08.00;0;KWH;Målt;Tidsserie
22/03/2023 09.00;0;KWH;Målt;Tidsserie
22/03/2023 10.00;0;KWH;Målt;Tidsserie
22/03/2023 11.00;0;KWH;Målt;Tidsserie
22/03/2023 12.00;0;KWH;Målt;Tidsserie
22/03/2023 13.00;0;KWH;Målt;Tidsserie
22/03/2023 14.00;0;KWH;Målt;Tidsserie
22/03/2023 15.00;0;KWH;Målt;Tidsserie
22/03/2023 16.00;0;KWH;Målt;Tidsserie
22/03/2023 17.00;0;KWH;Målt;Tidsserie
22/03/2023 18.00;0;KWH;Målt;Tidsserie
22/03/2023 19.00;0;KWH;Målt;Tidsserie
22/03/2023 20.00;0;KWH;Målt;Tidsserie
22/03/2023 21.00;0;KWH;Målt;Tidsserie
22/03/2023 22.00;0;KWH;Målt;Tidsserie
22/03/2023 23.00;0;KWH;Målt;Tidsserie
23/03/2023 00.00;0;KWH;Målt;Tidsserie
23/03/2023 01.00;0;KWH;Målt;Tidsserie
23/03/2023 02.00;0;KWH;Målt;Tidsserie
23/03/2023 03.00;0;KWH;Målt;Tidsserie
23/03/2023 04.00;0;KWH;Målt;Tidsserie
23/03/2023 05.00;0;KWH;Målt;Tidsserie
23/03/2023 06.00;0;KWH;Målt;Tidsserie
23/03/2023 07.00;0;KWH;Målt;Tidsserie
23/03/2023 08.00;0;KWH;Målt;Tidsserie
23/03/2023 09.00;0;KWH;Målt;Tidsserie
23/03/2023 10.00;0;KWH;Målt;Tidsserie
23/03/2023 11.00;0;KWH;Målt;Tidsserie
23/03/2023 12.00;0;KWH;Målt;Tidsserie
23/03/2023 13.00;0;KWH;Målt;Tidsserie
23/03/2023 14.00;0;KWH;Målt;Tidsserie
23/03/2023 15.00;0;KWH;Målt;Tidsserie
23/03/2023 16.00;0;KWH;Målt;Tidsserie
23/03/2023 17.00;0;KWH;Målt;Tidsserie
23/03/2023 18.00;0;KWH;Målt;Tidsserie
23/03/2023 19.00;0;KWH;Målt;Tidsserie
23/03/2023 20.00;0;KWH;Målt;Tidsserie
23/03/2023 21.00;0;KWH;Målt;Tidsserie
23/03/2023 22.00;0;KWH;Målt;Tidsserie
23/03/2023 23.00;0;KWH;Målt;Tidsserie
24/03/2023 00.00;0;KWH;Målt;Tidsserie
24/03/2023 01.00;0;KWH;Målt;Tidsserie
24/03/2023 02.00;0;KWH;Målt;Tidsserie
24/03/2023 03.00;0;KWH;Målt;Tidsserie
24/03/2023 04.00;0;KWH;Målt;Tidsserie
24/03/2023 05.00;0;KWH;Målt;Tidsserie
24/03/2023 06.00;0;KWH;Målt;Tidsserie
24/03/2023 07.00;0;KWH;Målt;Tidsserie
24/03/2023 08.00;0;KWH;Målt;Tidsserie
24/03/2023 09.00;0;KWH;Målt;Tidsserie
24/03/2023 10.00;0;KWH;Målt;Tidsserie
24/03/2023 11.00;0;KWH;Målt;Tidsserie
24/03/2023 12.00;0;KWH;Målt;Tidsserie
24/03/2023 13.00;0;KWH;Målt;Tidsserie
24/03/2023 14.00;0;KWH;Målt;Tidsserie
24/03/2023 15.00;0;KWH;Målt;Tidsserie
24/03/2023 16.00;0;KWH;Målt;Tidsserie
24/03/2023 17.00;0;KWH;Målt;Tidsserie
24/03/2023 18.00;0;KWH;Målt;Tidsserie
24/03/2023 19.00;0;KWH;Målt;Tidsserie
24/03/2023 20.00;0;KWH;Målt;Tidsserie
24/03/2023 21.00;0;KWH;Målt;Tidsserie
24/03/2023 22.00;0;KWH;Målt;Tidsserie
24/03/2023 23.00;0;KWH;Målt;Tidsserie
25/03/2023 00.00;0;KWH;Målt;Tidsserie
25/03/2023 01.00;0;KWH;Målt;Tidsserie
25/03/2023 02.00;0;KWH;Målt;Tidsserie
25/03/2023 03.00;0;KWH;Målt;Tidsserie
25/03/2023 04.00;0;KWH;Målt;Tidsserie
25/03/2023 05.00;0;KWH;Målt;Tidsserie
25/03/2023 06.00;0;KWH;Målt;Tidsserie
25/03/2023 07.00;0;KWH;Målt;Tidsserie
25/03/2023 08.00;0;KWH;Målt;Tidsserie
25/03/2023 09.00;0;KWH;Målt;Tidsserie
25/03/2023 10.00;0;KWH;Målt;Tidsserie
25/03/2023 11.00;0;KWH;Målt;Tidsserie
25/03/2023 12.00;0;KWH;Målt;Tidsserie
25/03/2023 13.00;0;KWH;Målt;Tidsserie
25/03/2023 14.00;0;KWH;Målt;Tidsserie
25/03/2023 15.00;0;KWH;Målt;Tidsserie
25/03/2023 16.00;0;KWH;Målt;Tidsserie
25/03/2023 17.00;0;KWH;Målt;Tidsserie
25/03/2023 18.00;0;KWH;Målt;Tidsserie
25/03/2023 19.00;0;KWH;Målt;Tidsserie
25/03/2023 20.00;0;KWH;Målt;Tidsserie
25/03/2023 21.00;0;KWH;Målt;Tidsserie
25/03/2023 22.00;0;KWH;Målt;Tidsserie
25/03/2023 23.00;0;KWH;Målt;Tidsserie
26/03/2023 00.00;0;KWH;Målt;Tidsserie
26/03/2023 01.00;0;KWH;Målt;Tidsserie
26/03/2023 03.00;0;KWH;Målt;Tidsserie
26/03/2023 04.00;0;KWH;Målt;Tidsserie
26/03/2023 05.00;0;KWH;Målt;Tidsserie
26/03/2023 06.00;0;KWH;Målt;Tidsserie
26/03/2023 07.00;0;KWH;Målt;Tidsserie
26/03/2023 08.00;0;KWH;Målt;Tidsserie
26/03/2023 09.00;0;KWH;Målt;Tidsserie
26/03/2023 10.00;0;KWH;Målt;Tidsserie
26/03/2023 11.00;0;KWH;Målt;Tidsserie
26/03/2023 12.00;0;KWH;Målt;Tidsserie
26/03/2023 13.00;0;KWH;Målt;Tidsserie
26/03/2023 14.00;0;KWH;Målt;Tidsserie
26/03/2023 15.00;0;KWH;Målt;Tidsserie
26/03/2023 16.00;0;KWH;Målt;Tidsserie
26/03/2023 17.00;0;KWH;Målt;Tidsserie
26/03/2023 18.00;0;KWH;Målt;Tidsserie
26/03/2023 19.00;0;KWH;Målt;Tidsserie
26/03/2023 20.00;0;KWH;Målt;Tidsserie
26/03/2023 21.00;0;KWH;Målt;Tidsserie
26/03/2023 22.00;0;KWH;Målt;Tidsserie
26/03/2023 23.00;0;KWH;Målt;Tidsserie
27/03/2023 00.00;0;KWH;Målt;Tidsserie
27/03/2023 01.00;0;KWH;Målt;Tidsserie
27/03/2023 02.00;0;KWH;Målt;Tidsserie
27/03/2023 03.00;0;KWH;Målt;Tidsserie
27/03/2023 04.00;0;KWH;Målt;Tidsserie
27/03/2023 05.00;0;KWH;Målt;Tidsserie
27/03/2023 06.00;0;KWH;Målt;Tidsserie
27/03/2023 07.00;0;KWH;Målt;Tidsserie
27/03/2023 08.00;0;KWH;Målt;Tidsserie
27/03/2023 09.00;0;KWH;Målt;Tidsserie
27/03/2023 10.00;0;KWH;Målt;Tidsserie
27/03/2023 11.00;0;KWH;Målt;Tidsserie
27/03/2023 12.00;0;KWH;Målt;Tidsserie
27/03/2023 13.00;0;KWH;Målt;Tidsserie
27/03/2023 14.00;0;KWH;Målt;Tidsserie
27/03/2023 15.00;0;KWH;Målt;Tidsserie
27/03/2023 16.00;0;KWH;Målt;Tidsserie
27/03/2023 17.00;0;KWH;Målt;Tidsserie
27/03/2023 18.00;0;KWH;Målt;Tidsserie
27/03/2023 19.00;0;KWH;Målt;Tidsserie
27/03/2023 20.00;0;KWH;Målt;Tidsserie
27/03/2023 21.00;0;KWH;Målt;Tidsserie
27/03/2023 22.00;0;KWH;Målt;Tidsserie
27/03/2023 23.00;0;KWH;Målt;Tidsserie
28/03/2023 00.00;0;KWH;Målt;Tidsserie
28/03/2023 01.00;0;KWH;Målt;Tidsserie
28/03/2023 02.00;0;KWH;Målt;Tidsserie
28/03/2023 03.00;0;KWH;Målt;Tidsserie
28/03/2023 04.00;0;KWH;Målt;Tidsserie
28/03/2023 05.00;0;KWH;Målt;Tidsserie
28/03/2023 06.00;0;KWH;Målt;Tidsserie
28/03/2023 07.00;0;KWH;Målt;Tidsserie
28/03/2023 08.00;0;KWH;Målt;Tidsserie
28/03/2023 09.00;0;KWH;Målt;Tidsserie
28/03/2023 10.00;0;KWH;Målt;Tidsserie
28/03/2023 11.00;0;KWH;Målt;Tidsserie
28/03/2023 12.00;0;KWH;Målt;Tidsserie
28/03/2023 13.00;0;KWH;Målt;Tidsserie
28/03/2023 14.00;0;KWH;Målt;Tidsserie
28/03/2023 15.00;0;KWH;Målt;Tidsserie
28/03/2023 16.00;0;KWH;Målt;Tidsserie
28/03/2023 17.00;0;KWH;Målt;Tidsserie
28/03/2023 18.00;0;KWH;Målt;Tidsserie
28/03/2023 19.00;0;KWH;Målt;Tidsserie
28/03/2023 20.00;0;KWH;Målt;Tidsserie
28/03/2023 21.00;0;KWH;Målt;Tidsserie
28/03/2023 22.00;0;KWH;Målt;Tidsserie
28/03/2023 23.00;0;KWH;Målt;Tidsserie
29/03/2023 00.00;0;KWH;Målt;Tidsserie
29/03/2023 01.00;0;KWH;Målt;Tidsserie
29/03/2023 02.00;0;KWH;Målt;Tidsserie
29/03/2023 03.00;0;KWH;Målt;Tidsserie
29/03/2023 04.00;0;KWH;Målt;Tidsserie
29/03/2023 05.00;0;KWH;Målt;Tidsserie
29/03/2023 06.00;0;KWH;Målt;Tidsserie
29/03/2023 07.00;0;KWH;Målt;Tidsserie
29/03/2023 08.00;0;KWH;Målt;Tidsserie
29/03/2023 09.00;0;KWH;Målt;Tidsserie
29/03/2023 10.00;0;KWH;Målt;Tidsserie
29/03/2023 11.00;0;KWH;Målt;Tidsserie
29/03/2023 12.00;0;KWH;Målt;Tidsserie
29/03/2023 13.00;0;KWH;Målt;Tidsserie
29/03/2023 14.00;0;KWH;Målt;Tidsserie
29/03/2023 15.00;0;KWH;Målt;Tidsserie
29/03/2023 16.00;0;KWH;Målt;Tidsserie
29/03/2023 17.00;0;KWH;Målt;Tidsserie
